crop_id,scene_id,disaster,damage_label,label_id,pre_crop_path,post_crop_path,crop_width,crop_height,polygon_area
hurricane-michael_00000072__b0022,hurricane-michael_00000072,hurricane-michael,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000072__b0022.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000072__b0022.jpg,80,80,1355.2355306982822
hurricane-harvey_00000026__b0006,hurricane-harvey_00000026,hurricane-harvey,minor-damage,1,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-harvey_00000026__b0006.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-harvey_00000026__b0006.jpg,92,92,1689.7197147430352
santa-rosa-wildfire_00000146__b0010,santa-rosa-wildfire_00000146,santa-rosa-wildfire,minor-damage,1,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/santa-rosa-wildfire_00000146__b0010.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/santa-rosa-wildfire_00000146__b0010.jpg,91,76,1590.5920143087426
hurricane-michael_00000440__b0054,hurricane-michael_00000440,hurricane-michael,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000440__b0054.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000440__b0054.jpg,81,81,1314.6319135390079
hurricane-michael_00000412__b0021,hurricane-michael_00000412,hurricane-michael,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000412__b0021.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000412__b0021.jpg,69,69,1220.7834403893005
hurricane-florence_00000359__b0023,hurricane-florence_00000359,hurricane-florence,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-florence_00000359__b0023.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-florence_00000359__b0023.jpg,58,59,726.7290884644134
midwest-flooding_00000066__b0002,midwest-flooding_00000066,midwest-flooding,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/midwest-flooding_00000066__b0002.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/midwest-flooding_00000066__b0002.jpg,62,61,861.6853836317418
midwest-flooding_00000222__b0001,midwest-flooding_00000222,midwest-flooding,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/midwest-flooding_00000222__b0001.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/midwest-flooding_00000222__b0001.jpg,23,23,177.3634866114869
hurricane-michael_00000058__b0002,hurricane-michael_00000058,hurricane-michael,destroyed,3,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000058__b0002.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000058__b0002.jpg,52,52,1074.5724857990226
palu-tsunami_00000053__b0059,palu-tsunami_00000053,palu-tsunami,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/palu-tsunami_00000053__b0059.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/palu-tsunami_00000053__b0059.jpg,64,45,561.6470147096614
palu-tsunami_00000115__b0056,palu-tsunami_00000115,palu-tsunami,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/palu-tsunami_00000115__b0056.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/palu-tsunami_00000115__b0056.jpg,39,39,209.36074672900463
hurricane-michael_00000412__b0012,hurricane-michael_00000412,hurricane-michael,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000412__b0012.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000412__b0012.jpg,40,39,468.84389209296256
palu-tsunami_00000189__b0072,palu-tsunami_00000189,palu-tsunami,destroyed,3,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/palu-tsunami_00000189__b0072.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/palu-tsunami_00000189__b0072.jpg,43,43,612.6316989988991
hurricane-michael_00000281__b0052,hurricane-michael_00000281,hurricane-michael,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000281__b0052.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000281__b0052.jpg,46,46,566.9999999681498
mexico-earthquake_00000040__b0059,mexico-earthquake_00000040,mexico-earthquake,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/mexico-earthquake_00000040__b0059.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/mexico-earthquake_00000040__b0059.jpg,27,27,123.86497457583422
hurricane-michael_00000465__b0015,hurricane-michael_00000465,hurricane-michael,minor-damage,1,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000465__b0015.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000465__b0015.jpg,45,46,863.9999999970082
hurricane-florence_00000195__b0003,hurricane-florence_00000195,hurricane-florence,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-florence_00000195__b0003.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-florence_00000195__b0003.jpg,76,75,1217.835970242513
mexico-earthquake_00000105__b0018,mexico-earthquake_00000105,mexico-earthquake,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/mexico-earthquake_00000105__b0018.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/mexico-earthquake_00000105__b0018.jpg,201,201,12935.48959170396
mexico-earthquake_00000105__b0031,mexico-earthquake_00000105,mexico-earthquake,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/mexico-earthquake_00000105__b0031.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/mexico-earthquake_00000105__b0031.jpg,87,87,2639.2846088312936
hurricane-florence_00000310__b0008,hurricane-florence_00000310,hurricane-florence,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-florence_00000310__b0008.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-florence_00000310__b0008.jpg,37,49,426.2174726098285
hurricane-michael_00000281__b0054,hurricane-michael_00000281,hurricane-michael,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000281__b0054.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000281__b0054.jpg,101,100,2204.999999871753
hurricane-michael_00000547__b0003,hurricane-michael_00000547,hurricane-michael,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000547__b0003.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000547__b0003.jpg,21,20,110.27179217470572
hurricane-michael_00000061__b0002,hurricane-michael_00000061,hurricane-michael,destroyed,3,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000061__b0002.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000061__b0002.jpg,38,37,384.0609912196188
santa-rosa-wildfire_00000203__b0168,santa-rosa-wildfire_00000203,santa-rosa-wildfire,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/santa-rosa-wildfire_00000203__b0168.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/santa-rosa-wildfire_00000203__b0168.jpg,80,80,1281.228342675573
santa-rosa-wildfire_00000049__b0028,santa-rosa-wildfire_00000049,santa-rosa-wildfire,destroyed,3,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/santa-rosa-wildfire_00000049__b0028.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/santa-rosa-wildfire_00000049__b0028.jpg,84,84,2257.2590620948704
hurricane-michael_00000188__b0005,hurricane-michael_00000188,hurricane-michael,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000188__b0005.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000188__b0005.jpg,134,157,5549.536593635711
palu-tsunami_00000115__b0009,palu-tsunami_00000115,palu-tsunami,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/palu-tsunami_00000115__b0009.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/palu-tsunami_00000115__b0009.jpg,146,96,2299.913297808733
midwest-flooding_00000330__b0003,midwest-flooding_00000330,midwest-flooding,destroyed,3,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/midwest-flooding_00000330__b0003.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/midwest-flooding_00000330__b0003.jpg,17,17,32.959748050711916
midwest-flooding_00000236__b0010,midwest-flooding_00000236,midwest-flooding,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/midwest-flooding_00000236__b0010.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/midwest-flooding_00000236__b0010.jpg,26,44,175.38182624602143
hurricane-florence_00000380__b0003,hurricane-florence_00000380,hurricane-florence,minor-damage,1,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-florence_00000380__b0003.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-florence_00000380__b0003.jpg,37,37,241.17251769302334
hurricane-michael_00000136__b0003,hurricane-michael_00000136,hurricane-michael,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000136__b0003.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000136__b0003.jpg,78,78,1627.4999999211764
midwest-flooding_00000393__b0012,midwest-flooding_00000393,midwest-flooding,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/midwest-flooding_00000393__b0012.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/midwest-flooding_00000393__b0012.jpg,62,72,1985.3233669122717
guatemala-volcano_00000026__b0010,guatemala-volcano_00000026,guatemala-volcano,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/guatemala-volcano_00000026__b0010.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/guatemala-volcano_00000026__b0010.jpg,24,24,188.4050837865867
hurricane-michael_00000049__b0075,hurricane-michael_00000049,hurricane-michael,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000049__b0075.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000049__b0075.jpg,57,57,1406.4446168338336
hurricane-harvey_00000072__b0005,hurricane-harvey_00000072,hurricane-harvey,destroyed,3,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-harvey_00000072__b0005.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-harvey_00000072__b0005.jpg,24,25,103.48729084083372
hurricane-michael_00000206__b0008,hurricane-michael_00000206,hurricane-michael,minor-damage,1,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000206__b0008.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000206__b0008.jpg,50,50,847.0254425820835
guatemala-volcano_00000015__b0048,guatemala-volcano_00000015,guatemala-volcano,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/guatemala-volcano_00000015__b0048.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/guatemala-volcano_00000015__b0048.jpg,65,65,950.5288520724117
midwest-flooding_00000374__b0001,midwest-flooding_00000374,midwest-flooding,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/midwest-flooding_00000374__b0001.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/midwest-flooding_00000374__b0001.jpg,83,82,2854.7090183429996
palu-tsunami_00000168__b0059,palu-tsunami_00000168,palu-tsunami,destroyed,3,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/palu-tsunami_00000168__b0059.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/palu-tsunami_00000168__b0059.jpg,38,39,267.58798968653474
palu-tsunami_00000115__b0283,palu-tsunami_00000115,palu-tsunami,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/palu-tsunami_00000115__b0283.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/palu-tsunami_00000115__b0283.jpg,80,80,895.5317009910007
santa-rosa-wildfire_00000203__b0124,santa-rosa-wildfire_00000203,santa-rosa-wildfire,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/santa-rosa-wildfire_00000203__b0124.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/santa-rosa-wildfire_00000203__b0124.jpg,71,56,1189.8331341509495
santa-rosa-wildfire_00000049__b0018,santa-rosa-wildfire_00000049,santa-rosa-wildfire,destroyed,3,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/santa-rosa-wildfire_00000049__b0018.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/santa-rosa-wildfire_00000049__b0018.jpg,86,86,2496.6727018580523
palu-tsunami_00000057__b0012,palu-tsunami_00000057,palu-tsunami,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/palu-tsunami_00000057__b0012.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/palu-tsunami_00000057__b0012.jpg,67,67,1247.0599143189925
guatemala-volcano_00000027__b0009,guatemala-volcano_00000027,guatemala-volcano,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/guatemala-volcano_00000027__b0009.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/guatemala-volcano_00000027__b0009.jpg,29,29,285.80090123054754
hurricane-florence_00000232__b0021,hurricane-florence_00000232,hurricane-florence,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-florence_00000232__b0021.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-florence_00000232__b0021.jpg,21,21,105.5312043033991
hurricane-michael_00000049__b0049,hurricane-michael_00000049,hurricane-michael,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000049__b0049.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000049__b0049.jpg,84,84,1707.2516081884135
santa-rosa-wildfire_00000203__b0087,santa-rosa-wildfire_00000203,santa-rosa-wildfire,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/santa-rosa-wildfire_00000203__b0087.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/santa-rosa-wildfire_00000203__b0087.jpg,77,77,1463.9018887177094
hurricane-harvey_00000467__b0024,hurricane-harvey_00000467,hurricane-harvey,minor-damage,1,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-harvey_00000467__b0024.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-harvey_00000467__b0024.jpg,58,58,1268.6591738204204
palu-tsunami_00000168__b0147,palu-tsunami_00000168,palu-tsunami,destroyed,3,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/palu-tsunami_00000168__b0147.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/palu-tsunami_00000168__b0147.jpg,36,36,301.0316658071613
palu-tsunami_00000168__b0063,palu-tsunami_00000168,palu-tsunami,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/palu-tsunami_00000168__b0063.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/palu-tsunami_00000168__b0063.jpg,38,38,243.69045220246593
hurricane-michael_00000141__b0003,hurricane-michael_00000141,hurricane-michael,minor-damage,1,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000141__b0003.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000141__b0003.jpg,33,34,377.4658627512901
hurricane-harvey_00000345__b0010,hurricane-harvey_00000345,hurricane-harvey,destroyed,3,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-harvey_00000345__b0010.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-harvey_00000345__b0010.jpg,23,23,103.79492517672321
hurricane-harvey_00000467__b0148,hurricane-harvey_00000467,hurricane-harvey,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-harvey_00000467__b0148.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-harvey_00000467__b0148.jpg,54,55,828.4181815238732
hurricane-harvey_00000402__b0069,hurricane-harvey_00000402,hurricane-harvey,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-harvey_00000402__b0069.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-harvey_00000402__b0069.jpg,41,61,467.64133578771583
hurricane-florence_00000232__b0028,hurricane-florence_00000232,hurricane-florence,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-florence_00000232__b0028.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-florence_00000232__b0028.jpg,24,24,133.84255345787645
hurricane-michael_00000281__b0033,hurricane-michael_00000281,hurricane-michael,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000281__b0033.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000281__b0033.jpg,41,48,926.3493619579097
hurricane-michael_00000440__b0029,hurricane-michael_00000440,hurricane-michael,destroyed,3,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000440__b0029.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000440__b0029.jpg,57,57,1036.0205174143928
hurricane-harvey_00000491__b0072,hurricane-harvey_00000491,hurricane-harvey,minor-damage,1,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-harvey_00000491__b0072.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-harvey_00000491__b0072.jpg,79,79,1785.2285386271926
palu-tsunami_00000189__b0014,palu-tsunami_00000189,palu-tsunami,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/palu-tsunami_00000189__b0014.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/palu-tsunami_00000189__b0014.jpg,61,61,714.1596659944622
hurricane-michael_00000281__b0109,hurricane-michael_00000281,hurricane-michael,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000281__b0109.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000281__b0109.jpg,96,96,1684.8590999514545
hurricane-florence_00000376__b0016,hurricane-florence_00000376,hurricane-florence,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-florence_00000376__b0016.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-florence_00000376__b0016.jpg,27,27,161.82945184431202
hurricane-harvey_00000467__b0043,hurricane-harvey_00000467,hurricane-harvey,minor-damage,1,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-harvey_00000467__b0043.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-harvey_00000467__b0043.jpg,46,45,632.8603109980402
midwest-flooding_00000237__b0011,midwest-flooding_00000237,midwest-flooding,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/midwest-flooding_00000237__b0011.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/midwest-flooding_00000237__b0011.jpg,55,55,822.9095125739532
socal-fire_00000302__b0003,socal-fire_00000302,socal-fire,destroyed,3,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/socal-fire_00000302__b0003.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/socal-fire_00000302__b0003.jpg,50,51,628.1490681821365
hurricane-florence_00000148__b0001,hurricane-florence_00000148,hurricane-florence,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-florence_00000148__b0001.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-florence_00000148__b0001.jpg,36,36,336.5992930457895
socal-fire_00001341__b0063,socal-fire_00001341,socal-fire,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/socal-fire_00001341__b0063.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/socal-fire_00001341__b0063.jpg,93,93,1739.6376971019888
hurricane-florence_00000263__b0000,hurricane-florence_00000263,hurricane-florence,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-florence_00000263__b0000.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-florence_00000263__b0000.jpg,43,54,680.8753519843303
hurricane-florence_00000100__b0001,hurricane-florence_00000100,hurricane-florence,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-florence_00000100__b0001.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-florence_00000100__b0001.jpg,73,73,1187.8027722661727
hurricane-florence_00000195__b0006,hurricane-florence_00000195,hurricane-florence,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-florence_00000195__b0006.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-florence_00000195__b0006.jpg,47,47,496.3271439193923
hurricane-harvey_00000491__b0167,hurricane-harvey_00000491,hurricane-harvey,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-harvey_00000491__b0167.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-harvey_00000491__b0167.jpg,42,49,702.002393444334
hurricane-harvey_00000072__b0002,hurricane-harvey_00000072,hurricane-harvey,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-harvey_00000072__b0002.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-harvey_00000072__b0002.jpg,30,31,180.61900281044544
hurricane-michael_00000136__b0013,hurricane-michael_00000136,hurricane-michael,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000136__b0013.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000136__b0013.jpg,77,77,1221.5000000088085
hurricane-florence_00000232__b0014,hurricane-florence_00000232,hurricane-florence,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-florence_00000232__b0014.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-florence_00000232__b0014.jpg,79,79,1430.9949541418623
hurricane-harvey_00000467__b0219,hurricane-harvey_00000467,hurricane-harvey,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-harvey_00000467__b0219.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-harvey_00000467__b0219.jpg,30,24,373.7285454120521
santa-rosa-wildfire_00000203__b0169,santa-rosa-wildfire_00000203,santa-rosa-wildfire,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/santa-rosa-wildfire_00000203__b0169.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/santa-rosa-wildfire_00000203__b0169.jpg,72,72,1102.162595073458
hurricane-harvey_00000358__b0011,hurricane-harvey_00000358,hurricane-harvey,destroyed,3,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-harvey_00000358__b0011.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-harvey_00000358__b0011.jpg,50,46,568.5134197458966
hurricane-michael_00000012__b0029,hurricane-michael_00000012,hurricane-michael,minor-damage,1,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000012__b0029.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000012__b0029.jpg,94,93,2058.9999999149836
hurricane-harvey_00000467__b0012,hurricane-harvey_00000467,hurricane-harvey,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-harvey_00000467__b0012.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-harvey_00000467__b0012.jpg,88,83,1323.3000672374903
mexico-earthquake_00000105__b0138,mexico-earthquake_00000105,mexico-earthquake,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/mexico-earthquake_00000105__b0138.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/mexico-earthquake_00000105__b0138.jpg,91,91,1360.003917147741
mexico-earthquake_00000105__b0060,mexico-earthquake_00000105,mexico-earthquake,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/mexico-earthquake_00000105__b0060.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/mexico-earthquake_00000105__b0060.jpg,56,55,900.2539528785742
hurricane-harvey_00000159__b0014,hurricane-harvey_00000159,hurricane-harvey,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-harvey_00000159__b0014.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-harvey_00000159__b0014.jpg,90,90,2004.5793711416468
hurricane-michael_00000196__b0094,hurricane-michael_00000196,hurricane-michael,minor-damage,1,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000196__b0094.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000196__b0094.jpg,38,39,444.14015244968203
hurricane-harvey_00000467__b0136,hurricane-harvey_00000467,hurricane-harvey,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-harvey_00000467__b0136.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-harvey_00000467__b0136.jpg,72,72,1563.6315784441374
midwest-flooding_00000237__b0010,midwest-flooding_00000237,midwest-flooding,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/midwest-flooding_00000237__b0010.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/midwest-flooding_00000237__b0010.jpg,29,29,209.30011922112843
hurricane-florence_00000003__b0065,hurricane-florence_00000003,hurricane-florence,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-florence_00000003__b0065.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-florence_00000003__b0065.jpg,79,78,1525.1250969932264
mexico-earthquake_00000040__b0068,mexico-earthquake_00000040,mexico-earthquake,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/mexico-earthquake_00000040__b0068.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/mexico-earthquake_00000040__b0068.jpg,32,32,261.3716209664645
hurricane-harvey_00000006__b0045,hurricane-harvey_00000006,hurricane-harvey,minor-damage,1,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-harvey_00000006__b0045.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-harvey_00000006__b0045.jpg,56,56,578.5507673982215
hurricane-harvey_00000467__b0193,hurricane-harvey_00000467,hurricane-harvey,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-harvey_00000467__b0193.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-harvey_00000467__b0193.jpg,60,52,702.68396088257
